mark_id,student_id,subject_id,internal_marks,midterm_marks,final_marks,total_marks,grade
939,STU0383,DS302,14.00,26.00,38.00,78.00,B+
940,STU0719,DS301,12.00,23.00,39.00,74.00,B+
941,STU0719,DS302,13.00,24.00,34.00,71.00,B+
942,STU0375,DS301,15.00,21.00,35.00,71.00,B+
943,STU0375,DS302,13.00,22.00,39.00,74.00,B+
944,STU0367,DS301,15.00,21.00,34.00,70.00,B+
945,STU0367,DS302,15.00,22.00,43.00,80.00,A
946,STU0727,DS301,14.00,26.00,43.00,83.00,A
947,STU0727,DS302,14.00,21.00,34.00,69.00,B
948,STU0359,DS301,17.00,23.00,40.00,80.00,A
949,STU0359,DS302,13.00,24.00,40.00,77.00,B+
950,STU0967,DS301,13.00,21.00,43.00,77.00,B+
951,STU0967,DS302,16.00,25.00,38.00,79.00,B+
952,STU0735,DS301,15.00,22.00,42.00,79.00,B+
953,STU0735,DS302,17.00,21.00,38.00,76.00,B+
954,STU0351,DS301,15.00,22.00,38.00,75.00,B+
955,STU0351,DS302,14.00,26.00,40.00,80.00,A
956,STU0743,DS301,14.00,23.00,44.00,81.00,A
957,STU0743,DS302,15.00,22.00,43.00,80.00,A
958,STU0343,DS301,13.00,26.00,36.00,75.00,B+
959,STU0343,DS302,17.00,21.00,35.00,73.00,B+
960,STU0335,DS301,15.00,23.00,34.00,72.00,B+
961,STU0335,DS302,13.00,26.00,36.00,75.00,B+
962,STU0751,DS301,12.00,21.00,42.00,75.00,B+
963,STU0751,DS302,14.00,21.00,38.00,73.00,B+
964,STU0327,DS301,14.00,23.00,34.00,71.00,B+
965,STU0327,DS302,14.00,25.00,38.00,77.00,B+
966,STU0759,DS301,13.00,23.00,43.00,79.00,B+
967,STU0759,DS302,16.00,24.00,42.00,82.00,A
968,STU0319,DS301,13.00,23.00,36.00,72.00,B+
969,STU0319,DS302,17.00,22.00,34.00,73.00,B+
970,STU0039,DS301,12.00,23.00,36.00,71.00,B+
971,STU0039,DS302,15.00,25.00,40.00,80.00,A
972,STU0311,DS301,14.00,25.00,40.00,79.00,B+
973,STU0311,DS302,13.00,24.00,36.00,73.00,B+
974,STU0303,DS301,13.00,22.00,36.00,71.00,B+
975,STU0303,DS302,14.00,23.00,44.00,81.00,A
976,STU0775,DS301,17.00,23.00,35.00,75.00,B+
977,STU0775,DS302,13.00,25.00,43.00,81.00,A
978,STU0295,DS301,14.00,23.00,43.00,80.00,A
979,STU0295,DS302,13.00,21.00,42.00,76.00,B+
980,STU0783,DS301,13.00,21.00,39.00,73.00,B+
981,STU0783,DS302,13.00,26.00,40.00,79.00,B+
982,STU0287,DS301,14.00,24.00,44.00,82.00,A
983,STU0287,DS302,13.00,25.00,42.00,80.00,A
984,STU0791,DS301,14.00,21.00,40.00,75.00,B+
985,STU0791,DS302,12.00,22.00,35.00,69.00,B
986,STU0279,DS301,12.00,22.00,37.00,71.00,B+
987,STU0279,DS302,16.00,23.00,43.00,82.00,A
988,STU0271,DS301,12.00,23.00,36.00,71.00,B+
989,STU0271,DS302,15.00,25.00,36.00,76.00,B+
990,STU0975,DS301,17.00,25.00,43.00,85.00,A
991,STU0975,DS302,13.00,21.00,34.00,68.00,B
992,STU0799,DS301,13.00,21.00,40.00,74.00,B+
993,STU0799,DS302,17.00,24.00,34.00,75.00,B+
994,STU0263,DS301,13.00,23.00,37.00,73.00,B+
995,STU0263,DS302,17.00,21.00,41.00,79.00,B+
996,STU0807,DS301,14.00,25.00,37.00,76.00,B+
997,STU0807,DS302,14.00,23.00,38.00,75.00,B+
998,STU0255,DS301,16.00,22.00,36.00,74.00,B+
999,STU0255,DS302,13.00,26.00,41.00,80.00,A
1000,STU0815,DS301,12.00,22.00,34.00,68.00,B
1001,STU0815,DS302,12.00,26.00,39.00,77.00,B+
1002,STU0247,DS301,12.00,24.00,34.00,70.00,B+
1003,STU0247,DS302,16.00,23.00,42.00,81.00,A
1004,STU0239,DS301,13.00,23.00,42.00,78.00,B+
1005,STU0239,DS302,12.00,21.00,42.00,75.00,B+
1006,STU0031,DS301,13.00,24.00,44.00,81.00,A
1007,STU0031,DS302,13.00,26.00,37.00,76.00,B+
1008,STU0823,DS301,15.00,22.00,42.00,79.00,B+
1009,STU0823,DS302,13.00,23.00,43.00,79.00,B+
1010,STU0231,DS301,15.00,22.00,42.00,79.00,B+
1011,STU0231,DS302,16.00,25.00,38.00,79.00,B+
1012,STU0831,DS301,14.00,23.00,42.00,79.00,B+
1013,STU0831,DS302,14.00,21.00,39.00,74.00,B+
1014,STU0223,DS301,13.00,26.00,44.00,83.00,A
1015,STU0223,DS302,13.00,23.00,36.00,72.00,B+
1016,STU0839,DS301,16.00,21.00,38.00,75.00,B+
1017,STU0839,DS302,12.00,23.00,39.00,74.00,B+
1018,STU0215,DS301,17.00,23.00,41.00,81.00,A
1019,STU0215,DS302,12.00,26.00,44.00,82.00,A
1020,STU0207,DS301,12.00,24.00,37.00,73.00,B+
1021,STU0207,DS302,16.00,23.00,42.00,81.00,A
1022,STU0847,DS301,12.00,22.00,41.00,75.00,B+
1023,STU0847,DS302,14.00,23.00,34.00,71.00,B+
1024,STU0199,DS301,15.00,24.00,38.00,77.00,B+
1025,STU0199,DS302,14.00,24.00,37.00,75.00,B+
1026,STU0855,DS301,14.00,21.00,40.00,75.00,B+
1027,STU0855,DS302,14.00,26.00,44.00,84.00,A
1028,STU0191,DS301,16.00,24.00,41.00,81.00,A
1029,STU0191,DS302,12.00,25.00,39.00,76.00,B+
1030,STU0983,DS301,17.00,22.00,43.00,82.00,A
1031,STU0983,DS302,17.00,24.00,42.00,83.00,A
1032,STU0863,DS301,16.00,22.00,37.00,75.00,B+
1033,STU0863,DS302,15.00,21.00,41.00,77.00,B+
1034,STU0183,DS301,14.00,26.00,36.00,76.00,B+
1035,STU0183,DS302,13.00,25.00,42.00,80.00,A
1036,STU0175,DS301,15.00,26.00,39.00,80.00,A
1037,STU0175,DS302,14.00,21.00,42.00,77.00,B+
1038,STU0871,DS301,12.00,22.00,40.00,74.00,B+
1039,STU0871,DS302,14.00,24.00,37.00,75.00,B+
1040,STU0167,DS301,16.00,24.00,42.00,82.00,A
1041,STU0167,DS302,17.00,21.00,38.00,76.00,B+
1042,STU0023,DS301,14.00,26.00,37.00,77.00,B+
1043,STU0023,DS302,14.00,24.00,38.00,76.00,B+
1044,STU0879,DS301,12.00,21.00,38.00,71.00,B+
1045,STU0879,DS302,12.00,25.00,36.00,73.00,B+
1046,STU0159,DS301,12.00,24.00,41.00,77.00,B+
1047,STU0159,DS302,14.00,22.00,39.00,75.00,B+
1048,STU0887,DS301,13.00,25.00,42.00,80.00,A
1049,STU0887,DS302,15.00,23.00,38.00,76.00,B+
1050,STU0151,DS301,17.00,23.00,41.00,81.00,A
1051,STU0151,DS302,15.00,23.00,43.00,81.00,A
1052,STU0143,DS301,14.00,21.00,36.00,71.00,B+
1053,STU0143,DS302,15.00,21.00,39.00,75.00,B+
1054,STU0895,DS301,13.00,21.00,36.00,70.00,B+
1055,STU0895,DS302,16.00,21.00,34.00,71.00,B+
1056,STU0135,DS301,17.00,24.00,38.00,79.00,B+
1057,STU0135,DS302,16.00,24.00,40.00,80.00,A
1058,STU0015,DS301,17.00,24.00,36.00,77.00,B+
1059,STU0015,DS302,16.00,24.00,34.00,74.00,B+
1060,STU0903,DS301,12.00,26.00,38.00,76.00,B+
1061,STU0903,DS302,14.00,23.00,36.00,73.00,B+
1062,STU0127,DS301,16.00,21.00,34.00,71.00,B+
1063,STU0127,DS302,17.00,24.00,40.00,81.00,A
1064,STU0999,DS301,15.00,25.00,40.00,80.00,A
1065,STU0999,DS302,16.00,26.00,35.00,77.00,B+
1066,STU0911,DS301,14.00,26.00,44.00,84.00,A
1067,STU0911,DS302,15.00,26.00,42.00,83.00,A
1068,STU0119,DS301,17.00,23.00,38.00,78.00,B+
1069,STU0119,DS302,13.00,22.00,35.00,70.00,B+
1070,STU0111,DS301,12.00,26.00,35.00,73.00,B+
1071,STU0111,DS302,16.00,25.00,34.00,75.00,B+
1072,STU0919,DS301,15.00,25.00,43.00,83.00,A
1073,STU0919,DS302,12.00,22.00,42.00,76.00,B+
1074,STU0103,DS301,15.00,26.00,38.00,79.00,B+
1075,STU0103,DS302,12.00,25.00,39.00,76.00,B+
1076,STU0991,DS301,14.00,22.00,41.00,77.00,B+
1077,STU0991,DS302,15.00,22.00,34.00,71.00,B+
1078,STU0927,DS301,14.00,24.00,37.00,75.00,B+
1079,STU0927,DS302,17.00,22.00,37.00,76.00,B+
1080,STU0095,DS301,17.00,21.00,35.00,73.00,B+
1081,STU0095,DS302,17.00,26.00,34.00,77.00,B+
1082,STU0935,DS301,13.00,24.00,38.00,75.00,B+
1083,STU0935,DS302,14.00,21.00,37.00,72.00,B+
1084,STU0087,DS301,17.00,22.00,34.00,73.00,B+
1085,STU0087,DS302,14.00,25.00,43.00,82.00,A
1086,STU0079,DS301,16.00,22.00,39.00,77.00,B+
1087,STU0079,DS302,15.00,24.00,44.00,83.00,A
1088,STU0943,DS301,14.00,24.00,44.00,82.00,A
1089,STU0943,DS302,12.00,24.00,38.00,74.00,B+
1090,STU0071,DS301,12.00,24.00,43.00,79.00,B+
1091,STU0071,DS302,15.00,26.00,34.00,75.00,B+
1092,STU0575,DS301,16.00,23.00,38.00,77.00,B+
1093,STU0575,DS302,14.00,26.00,37.00,77.00,B+
1094,STU0567,DS301,12.00,23.00,34.00,69.00,B
1095,STU0567,DS302,15.00,24.00,34.00,73.00,B+
1096,STU0559,DS301,12.00,24.00,37.00,73.00,B+
1097,STU0559,DS302,17.00,23.00,34.00,74.00,B+
1098,STU0583,DS301,16.00,26.00,35.00,77.00,B+
1099,STU0583,DS302,15.00,23.00,39.00,77.00,B+
1100,STU0551,DS301,15.00,23.00,44.00,82.00,A
1101,STU0551,DS302,16.00,26.00,35.00,77.00,B+
1102,STU0591,DS301,15.00,21.00,38.00,74.00,B+
1103,STU0591,DS302,17.00,24.00,34.00,75.00,B+
1104,STU0543,DS301,16.00,24.00,40.00,80.00,A
1105,STU0543,DS302,15.00,25.00,39.00,79.00,B+
1106,STU0599,DS301,17.00,22.00,44.00,83.00,A
1107,STU0599,DS302,16.00,23.00,43.00,82.00,A
1108,STU0535,DS301,14.00,26.00,39.00,79.00,B+
1109,STU0535,DS302,14.00,24.00,42.00,80.00,A
1110,STU0527,DS301,16.00,25.00,36.00,77.00,B+
1111,STU0527,DS302,17.00,24.00,42.00,83.00,A
1112,STU0951,DS301,15.00,23.00,41.00,79.00,B+
1113,STU0951,DS302,13.00,23.00,34.00,70.00,B+
1114,STU0607,DS301,17.00,22.00,41.00,80.00,A
1115,STU0607,DS302,12.00,23.00,44.00,79.00,B+
1116,STU0519,DS301,12.00,25.00,41.00,78.00,B+
1117,STU0519,DS302,13.00,22.00,43.00,78.00,B+
1118,STU0615,DS301,13.00,21.00,38.00,72.00,B+
1119,STU0615,DS302,15.00,21.00,38.00,74.00,B+
1120,STU0511,DS301,13.00,26.00,39.00,78.00,B+
1121,STU0511,DS302,14.00,24.00,35.00,73.00,B+
1122,STU0623,DS301,13.00,25.00,39.00,77.00,B+
1123,STU0623,DS302,12.00,26.00,39.00,77.00,B+
1124,STU0503,DS301,14.00,23.00,35.00,72.00,B+
1125,STU0503,DS302,14.00,24.00,40.00,78.00,B+
1126,STU0752,AI401,16.00,25.00,35.00,76.00,B+
1127,STU0584,AI401,13.00,22.00,37.00,72.00,B+
1128,STU0336,AI401,14.00,21.00,42.00,77.00,B+
1129,STU0448,AI401,16.00,26.00,44.00,86.00,A
1130,STU0880,AI401,12.00,25.00,37.00,74.00,B+
1131,STU0160,AI401,12.00,25.00,39.00,76.00,B+
1132,STU0552,AI401,16.00,23.00,44.00,83.00,A
1133,STU0744,AI401,17.00,25.00,44.00,86.00,A
1134,STU0152,AI401,13.00,21.00,38.00,72.00,B+
1135,STU0968,AI401,14.00,25.00,37.00,76.00,B+
1136,STU0344,AI401,12.00,25.00,42.00,79.00,B+
1137,STU0952,AI401,16.00,21.00,35.00,72.00,B+
1138,STU0888,AI401,14.00,25.00,34.00,73.00,B+
1139,STU0664,AI401,14.00,26.00,38.00,78.00,B+
1140,STU0352,AI401,15.00,21.00,44.00,80.00,A
1141,STU0144,AI401,13.00,21.00,38.00,72.00,B+
1142,STU0008,AI401,17.00,22.00,35.00,74.00,B+
1143,STU0016,AI401,12.00,21.00,39.00,72.00,B+
1144,STU0736,AI401,12.00,22.00,41.00,75.00,B+
1145,STU0456,AI401,12.00,26.00,42.00,80.00,A
1146,STU0896,AI401,14.00,24.00,40.00,78.00,B+
1147,STU0360,AI401,12.00,23.00,38.00,73.00,B+
1148,STU0136,AI401,15.00,26.00,34.00,75.00,B+
1149,STU0488,AI401,17.00,22.00,42.00,81.00,A
1150,STU0728,AI401,13.00,23.00,37.00,73.00,B+
1151,STU0592,AI401,14.00,26.00,37.00,77.00,B+
1152,STU0368,AI401,13.00,21.00,38.00,72.00,B+
1153,STU0544,AI401,12.00,23.00,40.00,75.00,B+
1154,STU0904,AI401,13.00,23.00,39.00,75.00,B+
1155,STU0128,AI401,12.00,21.00,44.00,77.00,B+
1156,STU0496,AI401,14.00,24.00,43.00,81.00,A
1157,STU0720,AI401,15.00,22.00,37.00,74.00,B+
1158,STU0120,AI401,13.00,25.00,38.00,76.00,B+
1159,STU0656,AI401,15.00,25.00,36.00,76.00,B+
1160,STU0376,AI401,14.00,23.00,41.00,78.00,B+
1161,STU0536,AI401,12.00,25.00,43.00,80.00,A
1162,STU0912,AI401,17.00,23.00,39.00,79.00,B+
1163,STU0464,AI401,13.00,22.00,39.00,74.00,B+
1164,STU0384,AI401,15.00,25.00,40.00,80.00,A
1165,STU0112,AI401,12.00,26.00,38.00,76.00,B+
1166,STU0648,AI401,17.00,24.00,40.00,81.00,A
1167,STU0712,AI401,15.00,25.00,35.00,75.00,B+
1168,STU0392,AI401,13.00,23.00,43.00,79.00,B+
1169,STU0616,AI401,15.00,22.00,37.00,74.00,B+
1170,STU0920,AI401,14.00,26.00,34.00,74.00,B+
1171,STU0704,AI401,16.00,24.00,36.00,76.00,B+
1172,STU0104,AI401,13.00,23.00,40.00,76.00,B+
1173,STU0600,AI401,16.00,22.00,39.00,77.00,B+
1174,STU0048,AI401,12.00,24.00,37.00,73.00,B+
1175,STU0512,AI401,13.00,24.00,37.00,74.00,B+
1176,STU0400,AI401,14.00,23.00,38.00,75.00,B+
1177,STU0056,AI401,13.00,22.00,44.00,79.00,B+
1178,STU0928,AI401,15.00,26.00,44.00,85.00,A
1179,STU0096,AI401,12.00,24.00,42.00,78.00,B+
1180,STU0528,AI401,14.00,23.00,37.00,74.00,B+
1181,STU0696,AI401,16.00,26.00,39.00,81.00,A
1182,STU0088,AI401,17.00,21.00,44.00,82.00,A
1183,STU0992,AI401,12.00,24.00,34.00,70.00,B+
1184,STU0408,AI401,16.00,23.00,43.00,82.00,A
1185,STU0624,AI401,12.00,21.00,40.00,73.00,B+
1186,STU0936,AI401,14.00,24.00,36.00,74.00,B+
1187,STU0632,AI401,14.00,21.00,43.00,78.00,B+
1188,STU0032,AI401,17.00,25.00,34.00,76.00,B+
1189,STU0248,AI401,14.00,26.00,37.00,77.00,B+
1190,STU0416,AI401,14.00,23.00,34.00,71.00,B+
1191,STU0816,AI401,17.00,26.00,42.00,85.00,A
1192,STU0080,AI401,12.00,24.00,44.00,80.00,A
1193,STU0256,AI401,12.00,24.00,41.00,77.00,B+
1194,STU0240,AI401,13.00,26.00,35.00,74.00,B+
1195,STU0472,AI401,15.00,24.00,44.00,83.00,A
1196,STU0688,AI401,14.00,25.00,39.00,78.00,B+
1197,STU0808,AI401,14.00,21.00,43.00,78.00,B+
1198,STU0424,AI401,14.00,21.00,38.00,73.00,B+
1199,STU0824,AI401,12.00,21.00,35.00,68.00,B
1200,STU0976,AI401,15.00,23.00,43.00,81.00,A
1201,STU0232,AI401,15.00,26.00,41.00,82.00,A
1202,STU0504,AI401,12.00,26.00,36.00,74.00,B+
1203,STU0264,AI401,15.00,25.00,43.00,83.00,A
1204,STU0800,AI401,16.00,25.00,44.00,85.00,A
1205,STU0272,AI401,15.00,24.00,39.00,78.00,B+
1206,STU0944,AI401,16.00,25.00,42.00,83.00,A
1207,STU0832,AI401,14.00,22.00,37.00,73.00,B+
1208,STU0224,AI401,13.00,24.00,38.00,75.00,B+
1209,STU0680,AI401,14.00,22.00,35.00,71.00,B+
1210,STU0792,AI401,15.00,21.00,38.00,74.00,B+
1211,STU0216,AI401,13.00,25.00,38.00,76.00,B+
1212,STU0024,AI401,13.00,21.00,38.00,72.00,B+
1213,STU0280,AI401,16.00,21.00,41.00,78.00,B+
1214,STU0072,AI401,13.00,23.00,35.00,71.00,B+
1215,STU0840,AI401,14.00,22.00,38.00,74.00,B+
1216,STU0568,AI401,13.00,22.00,37.00,72.00,B+
1217,STU0288,AI401,15.00,26.00,44.00,85.00,A
1218,STU0208,AI401,16.00,24.00,35.00,75.00,B+
1219,STU0608,AI401,16.00,26.00,40.00,82.00,A
1220,STU0784,AI401,16.00,23.00,37.00,76.00,B+
1221,STU1000,AI401,12.00,24.00,39.00,75.00,B+
1222,STU0960,AI401,15.00,22.00,40.00,77.00,B+
1223,STU0848,AI401,12.00,22.00,34.00,68.00,B
1224,STU0296,AI401,12.00,21.00,38.00,71.00,B+
1225,STU0200,AI401,15.00,22.00,37.00,74.00,B+
1226,STU0480,AI401,17.00,25.00,34.00,76.00,B+
1227,STU0776,AI401,16.00,23.00,34.00,73.00,B+
1228,STU0304,AI401,15.00,22.00,41.00,78.00,B+
1229,STU0768,AI401,15.00,22.00,39.00,76.00,B+
1230,STU0576,AI401,15.00,23.00,42.00,80.00,A
1231,STU0856,AI401,15.00,24.00,34.00,73.00,B+
1232,STU0192,AI401,16.00,26.00,35.00,77.00,B+
1233,STU0520,AI401,13.00,25.00,35.00,73.00,B+
1234,STU0312,AI401,17.00,22.00,40.00,79.00,B+
1235,STU0184,AI401,16.00,26.00,36.00,78.00,B+
1236,STU0432,AI401,16.00,26.00,42.00,84.00,A
1237,STU0320,AI401,15.00,21.00,35.00,71.00,B+
1238,STU0560,AI401,13.00,21.00,42.00,76.00,B+
1239,STU0864,AI401,15.00,25.00,43.00,83.00,A
1240,STU0064,AI401,14.00,23.00,43.00,80.00,A
1241,STU0760,AI401,14.00,22.00,38.00,74.00,B+
1242,STU0176,AI401,13.00,25.00,37.00,75.00,B+
1243,STU0672,AI401,14.00,23.00,41.00,78.00,B+
1244,STU0984,AI401,15.00,25.00,34.00,74.00,B+
1245,STU0040,AI401,14.00,22.00,44.00,80.00,A
1246,STU0440,AI401,14.00,22.00,40.00,76.00,B+
1247,STU0872,AI401,13.00,25.00,39.00,77.00,B+
1248,STU0328,AI401,17.00,24.00,41.00,82.00,A
1249,STU0168,AI401,12.00,22.00,43.00,77.00,B+
1250,STU0640,AI401,13.00,23.00,38.00,74.00,B+
